,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
88222,367886,Maven,org.codehaus.redback.components.cache:spring-cache-test,2015-01-30 22:18:55 UTC,2017-04-27 18:32:03 UTC,Commons Test Cache API.,,,Other,scm:svn:https://svn.codehaus.org/redback/components/tags/spring-cache-1.1/spring-cache-test,2,4,2011-09-30 07:25:26 UTC,1.1,,0,,,2017-04-27 18:32:03 UTC,0,
163710,370928,Maven,org.fluentd:fluent-logger-scala_2.9.1,2015-01-30 22:41:34 UTC,2018-10-27 00:01:24 UTC,fluent-logger-scala,,https://github.com/oza/fluent-logger-scala,Apache-2.0,https://github.com/oza/fluent-logger-scala,3,9,2013-02-19 14:22:17 UTC,0.4.0,,0,Shell,,2017-04-28 02:24:44 UTC,0,174532
41652,3093714,Maven,netty-connection-pool,2018-06-29 00:39:10 UTC,2018-08-29 01:16:18 UTC,"High-performance non-blocking, multi-endpoint connection pool",,https://github.com/akurilov/netty-connection-pool/wiki,Apache-2.0,https://github.com/akurilov/netty-connection-pool,10,0,2018-05-19 14:48:49 UTC,1.0.2,,0,Java,,2018-06-29 00:44:04 UTC,0,30625400
63973,387701,Maven,org.codehaus.sonar-plugins.dotnet:sonar-plugin-coverage,2015-01-31 00:47:10 UTC,2018-10-27 01:45:53 UTC,,,,LGPL-3.0-only,scm:svn:http://svn.codehaus.org/sonar-plugins/tags/dotnet-0.6/sonar-dotnet/sonar-plugin-coverage,4,3,2011-06-06 21:44:23 UTC,0.6,,0,,,2017-04-29 19:46:27 UTC,0,
194392,384441,Maven,com.hubspot:SingularityBase,2015-01-31 00:21:42 UTC,2018-12-21 19:30:15 UTC,"Scheduler (HTTP API and webapp) for running Mesos tasks—long running processes, one-off tasks, and scheduled jobs. #hubspot-open-source",,http://getsingularity.com/,Apache-2.0,scm:git:git@github.com:HubSpot/Singularity.git/SingularityBase,74,13,2018-06-20 18:21:20 UTC,0.20.1,,2,Java,,2017-10-24 09:22:50 UTC,7,165130
136582,342591,Maven,org.webjars:base62js,2015-01-30 18:07:32 UTC,2018-10-26 22:02:47 UTC,WebJar for base62.js,,http://webjars.org,Apache-2.0,https://github.com/webjars/base62js,2,7,2014-10-30 13:20:18 UTC,1.0.0,,0,,,2017-10-24 06:02:47 UTC,0,173236
125236,3123596,Maven,com.buschmais.jqassistant.plugin:yaml,2018-07-02 20:02:16 UTC,2018-12-05 17:23:52 UTC,A YAML file scanner for jQAssistant.,,http://jqassistant.org/,GPL-3.0-only,https://github.com/buschmais/jqa-yaml-plugin,7,6,2018-11-24 00:17:57 UTC,1.6.0-RC1,,0,Java,,2018-12-05 17:23:51 UTC,3,9867880
138385,380233,Maven,com.jgoodies:validation,2015-01-30 23:49:49 UTC,2018-10-27 00:51:07 UTC,The JGoodies Validation helps you validate user input  	    in Swing apps and report validation errors and warnings.  	    It has been designed to work with different architectures and  	    programming flavors.,,https://validation.dev.java.net/,DSDP,scm:cvs:pserver:guest@cvs.dev.java.net:/cvs:validation,2,7,2008-10-15 18:43:46 UTC,2.0.1,,0,,,2017-04-29 00:59:04 UTC,18,
66675,345593,Maven,org.mattressframework:mattress-demo-webapp,2015-01-30 19:28:56 UTC,2017-04-25 10:01:24 UTC,Demo web application showing examples of the Mattress framework.,,,Apache-2.0,scm:svn:https://svn.mattressframework.org/svnroot/mattress/source/tags/mattress-1.0.0-ALPHA4/mattress-demo-webapp,4,3,2009-03-09 21:53:26 UTC,1.0.0-ALPHA4,,0,,,2017-04-25 10:01:24 UTC,0,
61622,340206,Maven,ua.mobius.media.codecs:nativeopus,2015-01-30 17:50:19 UTC,2017-10-24 05:55:00 UTC,,,,LGPL-2.1+,scm:git:https://code.google.com/p/sipme-media-server/codecs/native-opus/nativeopus/,1,2,2014-04-30 13:01:23 UTC,4.0.1.FINAL,,0,,,2017-10-24 05:54:54 UTC,0,
144617,362098,Maven,org.apache.giraph:giraph-core,2015-01-30 21:33:58 UTC,2018-11-27 18:27:52 UTC,Giraph core classes,,http://giraph.apache.org/giraph-core/,Apache-2.0,scm:git:http://git-wip-us.apache.org/repos/asf/giraph.git/giraph-core,5,8,2016-10-13 19:29:01 UTC,1.2.0,,2,,,2018-11-27 18:27:52 UTC,100,
90621,425556,Maven,org.soitoolkit.commons.poms.mule-dependencies:soitoolkit-mule-2.2.7-dependencies,2015-01-31 06:16:45 UTC,2018-10-27 05:10:59 UTC,SOI-Toolkit,,http://soi-toolkit.org/soitoolkit-mule-2.2.7-dependencies,Apache-2.0,scm:svn:https://soi-toolkit.googlecode.com/svn/tags/soitoolkit-0.3.1/soitoolkit-mule-2.2.7-dependencies,2,4,2011-02-07 20:12:12 UTC,0.3.1,,0,,,2017-05-03 22:02:19 UTC,0,
93723,381000,Maven,org.qianalyze:QiAnalyzeAPI,2015-01-30 23:55:30 UTC,2018-10-27 00:53:38 UTC,The API that all modules must extend,,http://java.net/projects/qianalyzeapi,AGPL-3.0,scm:svn:https://svn.java.net/svn/qianalyzeapi~svn/tags/QiAnalyzeAPI-0.8.2,3,5,2012-12-20 00:29:33 UTC,0.8.2,,0,,,2017-10-24 08:47:19 UTC,1,
186481,340545,Maven,com.evernote:sample-parent,2015-01-30 17:52:35 UTC,2018-10-26 21:55:41 UTC,Evernote SDK for Android,,,Intel-ACPI,scm:git:git://github.com/Evernote/evernote-sdk-android.git/sample-parent,5,11,2013-07-15 19:30:59 UTC,1.1.2,,0,Java,,2017-10-24 05:56:09 UTC,0,172669
63434,641461,Maven,org.deephacks.tools4j:support-jse,2015-02-19 22:53:43 UTC,2018-10-27 14:36:19 UTC,,,,Apache-2.0,scm:git:git@github.com:deephacks/tools4j.git,1,3,2012-04-26 22:24:41 UTC,0.0.1,,3,,,2017-03-27 16:43:54 UTC,1,
148537,422940,Maven,org.apache.avro:trevni-core,2015-01-31 05:54:18 UTC,2018-10-27 05:00:37 UTC,Trevni Java Core,,http://avro.apache.org/,Apache-2.0,scm:svn:http://svn.apache.org/repos/asf/avro/trunk/avro-parent/trevni-java/trevni-core,51,8,2017-05-07 18:53:34 UTC,1.8.2,,1,,,2018-07-02 16:02:26 UTC,44,
21099,3270702,Maven,com.namics.oss.aem:genericmultifield,2018-09-27 00:57:02 UTC,2018-09-29 17:02:43 UTC,com.namics.oss.aem - Generic Multifield for AEM 6.3,,https://github.com/namics/aem-generic-multifield,MIT,https://github.com/namics/aem-generic-multifield,0,0,2018-02-22 11:49:43 UTC,v1.0.2,,0,JavaScript,,,0,31035162
115344,358762,Maven,org.apache.james.jspf:apache-jspf-tester,2015-01-30 21:09:05 UTC,2018-10-26 23:02:44 UTC,Apache James jSPF OpenSPF Tester tool to test rfc4408 compliance.,,http://james.apache.org/jspf/tester/,Apache-2.0,scm:svn:http://svn.apache.org/repos/asf/james/jspf/tags/apache-jspf-project-1.0.0/apache-jspf-tester,4,6,2016-10-11 13:45:56 UTC,1.0.1,,0,,,2017-10-24 07:13:39 UTC,2,
143234,373564,Maven,org.apache.ant:ant-javamail,2015-01-30 23:00:40 UTC,2018-10-27 00:16:50 UTC,implementation of the mail task based on javamail.     Required to send emails to SMTP servers using user/password combinations   or to send mail over SSL,,http://ant.apache.org/,Apache-2.0,scm:git:https://git-wip-us.apache.org/repos/asf/ant.git/ant-javamail,19,8,2017-02-02 19:11:33 UTC,1.10.1,,1,,,2017-04-28 08:27:30 UTC,15,
178464,963074,Maven,co.trikita:log,2015-09-03 19:03:00 UTC,2018-10-28 04:59:13 UTC,Ultimately minimal yet very convenient logger for Android and Java,,https://github.com/zserge/log,MIT,https://github.com/zserge/log,8,10,2015-07-24 07:25:48 UTC,1.1.5,,0,Java,,2016-07-18 13:38:00 UTC,13,1136343
192063,345505,Maven,org.codehaus.cargo:cargo-sample-maven2-implementationClasses-test,2015-01-30 19:28:12 UTC,2018-11-26 19:39:55 UTC,Sample application that exercises the Cargo Maven2 plugin with personalized implementation classes,,,Apache-2.0,scm:git:https://github.com/codehaus-cargo/cargo.git/cargo-extensions/cargo-extensions-maven2/cargo-samples-maven2/cargo-sample-maven2-implementationClasses-test,43,12,2018-05-31 21:38:57 UTC,1.6.8,,0,Java,,2018-07-02 18:11:42 UTC,0,392037
124873,1189670,Maven,org.onosproject:onos-app-cordvtn,2016-02-10 12:12:14 UTC,2018-10-28 20:10:38 UTC,Virtual tenant network service for CORD,,,Apache-2.0,scm:git:https://gerrit.onosproject.org/onos/onos-apps/onos-app-cordvtn,2,6,2015-12-17 05:45:07 UTC,1.4.0,,0,,,,0,
163,347919,Maven,org.threeten:threetenbp,2015-01-30 19:47:07 UTC,2018-11-17 18:42:05 UTC,Backport of JSR-310 to JDK 1.7. NOT an implementation of the JSR.,,https://github.com/ThreeTen/threetenbp,BSD-3-Clause,https://github.com/ThreeTen/threetenbp,18,17,2018-10-27 23:24:57 UTC,1.3.8,,73,Java,,2018-11-17 18:41:39 UTC,310,166325
89137,361667,Maven,org.hornetq:hornetq-resources,2015-01-30 21:30:49 UTC,2017-10-24 07:24:49 UTC,HornetQ Messaging System,,http://hornetq.org,Apache-2.0,scm:svn:http://anonsvn.jboss.org/repos/hornetq/trunk,70,4,2012-10-23 13:28:08 UTC,2.2.14.Final,,0,,,2017-10-24 07:24:46 UTC,1,
19540,3069982,Maven,froala-design-blocks,2018-06-28 20:33:50 UTC,2018-12-21 11:30:12 UTC,WebJar for froala-design-blocks,,http://webjars.org,Other,https://github.com/froala/design-blocks,2,0,2018-01-05 14:58:13 UTC,1.0.2,,0,HTML,,2018-06-28 20:35:11 UTC,0,29268060
114495,415879,Maven,org.ow2.easybeans.osgi:easybeans-osgi-itests-equinox,2015-01-31 04:51:44 UTC,2018-10-27 04:14:43 UTC,Tests the OSGi Bundles with Equinox,,http://easybeans.ow2.org/easybeans-osgi/easybeans-osgi-itests/easybeans-osgi-itests-equinox,LGPL-3.0-only,scm:svn:svn:://svn.forge.objectweb.org/svnroot/easybeans/tags/EASYBEANS_OSGI_1_2_4/easybeans-osgi-itests/easybeans-osgi-itests-equinox,18,6,2012-01-16 17:02:41 UTC,1.2.4,,0,,,2017-05-02 20:40:59 UTC,0,
88586,359011,Maven,org.codehaus.plexus.redback:redback-integrations,2015-01-30 21:10:56 UTC,2018-10-26 23:04:05 UTC,,,,Other,scm:svn:https://svn.codehaus.org/redback/redback/tags/redback-1.0.3/redback-integrations,8,4,2008-08-06 03:46:39 UTC,1.0.3,,0,,,2017-04-26 20:18:27 UTC,0,
82320,651745,Maven,org.apache.continuum:continuum-data-management,2015-02-20 03:12:29 UTC,2018-10-27 15:09:56 UTC,,,,Apache-2.0,scm:svn:http://svn.apache.org/repos/asf/continuum/tags/continuum-1.4.2/continuum-data-management,15,4,2014-06-13 14:01:38 UTC,1.4.2,,0,,,2016-07-18 13:33:20 UTC,0,
79537,397709,Maven,org.apache.servicemix.bundles:org.apache.servicemix.bundles.ws-commons-util,2015-01-31 02:14:11 UTC,2017-04-30 22:01:33 UTC,This OSGi bundle wraps ws-commons-util 1.0.2 jar file.,,,Apache-2.0,scm:svn:http://svn.apache.org/repos/asf/servicemix/smx4/bundles/tags/org.apache.servicemix.bundles.ws-commons-util-1.0.2_2,2,4,2012-01-31 14:18:48 UTC,1.0.2_2,,0,,,2017-04-30 22:01:32 UTC,0,
62916,383123,Maven,net.sourceforge.kivu4j.job:kivu4j-job-hibernate,2015-01-31 00:11:43 UTC,2018-10-27 01:01:33 UTC,,,,GPL-3.0-only,scm:svn:http://svn.code.sf.net/p/kivu4j/code-0/tags/job-1.1/kivu4j-job-hibernate,1,2,2012-03-13 11:21:41 UTC,1.1,,0,,,2017-04-29 07:54:44 UTC,0,
107531,636514,Maven,net.myrrix:myrrix-online-local,2015-02-19 20:25:35 UTC,2018-10-27 14:21:28 UTC,"Bindings for Serving Layer standalone mode, for local storage and computation",,http://myrrix.com/documentation-java-client/,Apache-2.0,scm:svn:http://myrrix-recommender.googlecode.com/svn/tags/myrrix-1.0.1/online-local,10,5,2013-07-11 07:50:01 UTC,1.0.1,,2,,,2016-07-18 13:18:24 UTC,3,
124004,375677,Maven,org.apache.flume.flume-ng-legacy-sources:flume-avro-source,2015-01-30 23:15:55 UTC,2018-10-27 00:25:52 UTC,,,,Apache-2.0,scm:svn:https://svn.apache.org/repos/asf/flume/flume-ng-legacy-sources/flume-avro-source,85,6,2017-09-15 13:03:37 UTC,1.8.0,,0,,,2018-07-02 15:32:04 UTC,50,
13077,3103636,Maven,scratch-card,2018-06-29 02:34:17 UTC,2018-06-29 23:39:51 UTC,WebJar for scratch-card,,http://webjars.org,MIT,https://github.com/SaifJerbi/scratch-card,1,0,2018-02-03 20:07:30 UTC,1.0.1,,0,JavaScript,,2018-06-29 02:35:12 UTC,0,26570520
138345,342274,Maven,com.alexkasko.netty:netty-ftp-receiver,2015-01-30 18:05:10 UTC,2018-10-26 22:01:50 UTC,"Netty handler, partial implementation of RFC 959 ""File Transfer Protocol (FTP)""         for receiving FTP files. Both active and passive modes are supported.",,https://github.com/alexkasko/netty-ftp-receiver,Apache-2.0,https://github.com/alexkasko/netty-ftp-receiver,8,7,2014-03-12 21:12:18 UTC,1.2.3,,0,Java,,2017-10-24 06:02:22 UTC,0,173203
154850,362914,Maven,com.jolira:expiring-cache,2015-01-30 21:39:57 UTC,2018-10-26 23:22:23 UTC,A very simple cache that supports expiring entries by based on a TTL.,,http://github.com/jolira/expiring-cache,Apache-2.0,https://github.com/jolira/expiring-cache,3,8,2011-08-26 20:04:08 UTC,1.0.16,,0,,,2017-04-27 06:09:08 UTC,0,167398
85741,340396,Maven,org.codehaus.redback:redback-users-cached,2015-01-30 17:51:36 UTC,2018-10-26 21:55:04 UTC,,,,Apache-2.0,scm:svn:http://svn.codehaus.org/redback/redback/tags/redback-1.3-M3/redback-users/redback-users-providers/redback-users-cached,20,4,2013-12-06 23:35:53 UTC,1.3-M3,,0,,,2017-10-24 06:06:20 UTC,0,
90328,646043,Maven,net.nikore.etcd:scala-etcd,2015-02-20 00:47:17 UTC,2018-03-01 14:31:41 UTC,native scala client for etcd,,https://github.com/nikore/scala-etcd,Apache-2.0,https://github.com/nikore/scala-etcd,3,4,2014-06-16 18:28:31 UTC,0.3,,0,Scala,,2016-07-18 13:27:02 UTC,0,4267024
148431,1188710,Maven,com.appsingularity:postman,2016-02-10 09:24:05 UTC,2018-10-28 20:06:43 UTC,Easy parceling for Android.,,https://github.com/vincetreur/postman,Apache-2.0,https://github.com/vincetreur/postman,6,8,2016-04-18 09:22:07 UTC,1.1.1,,0,Java,,2017-04-18 10:24:37 UTC,0,2859118
141248,370633,Maven,com.github.seratch:httpilot,2015-01-30 22:39:22 UTC,2018-10-27 00:00:19 UTC,Sonatype helps open source projects to set up Maven repositories on https://oss.sonatype.org/,,https://github.com/seratch/httpilot,Apache-2.0,https://github.com/m3dev/scalaflavor4j,4,7,2012-10-21 01:11:00 UTC,0.3.2,,3,Java,,2017-04-28 01:41:01 UTC,1,167883
32341,3118199,Maven,com.github.easy-develop:argument-parser,2018-07-02 17:42:39 UTC,2018-07-04 15:49:15 UTC,Parse command line arguments into specified data class,,https://github.com/easy-develop/argument-parser,MIT,https://github.com/easy-develop/argument-parser,2,0,2017-09-21 09:58:13 UTC,1.0.1,,0,Java,,2018-07-02 17:44:26 UTC,0,27657961
7473,3148255,Maven,org.webjars.npm:gauge,2018-07-03 13:04:28 UTC,2018-07-11 15:01:08 UTC,WebJar for gauge,,http://webjars.org,ISC,https://github.com/iarna/gauge,3,0,2017-07-12 08:15:25 UTC,2.7.4,,1,JavaScript,,,0,101019
82771,389507,Maven,org.neo4j:neo4j-online-backup,2015-01-31 01:01:33 UTC,2018-03-01 13:19:25 UTC,Online backup of resources using the XA framework.,,http://components.neo4j.org/neo4j-online-backup/0.8-1.3.M01,AGPL-3.0,scm:svn:https://svn.neo4j.org/components/online-backup/tags/0.8-1.3.M01,9,4,2011-01-27 14:57:45 UTC,0.8-1.3.M01,,1,,,2016-07-18 11:19:13 UTC,2,
126650,356452,Maven,org.jvnet.ogc:sld-v_1_0_20-schema,2015-01-30 20:51:44 UTC,2018-10-26 22:55:42 UTC,OGC Schemas project provides JAXB 2.x bindings for XML Schemas defined by the Open Geospatial Consortium (OGC).,,http://static.highsource.org/ogc-schemas/sld/sld-v_1_0_20/sld-v_1_0_20-schema,Abstyles,scm:svn:https://svn.java.net/svn/ogc~svn/ogc-schemas/trunk/sld/sld-v_1_0_20/sld-v_1_0_20-schema/,4,6,2013-01-31 22:19:16 UTC,1.1.0,,1,,,2017-04-26 13:52:58 UTC,0,
141062,342907,Maven,org.rendersnake:rendersnake-parent,2015-01-30 18:09:54 UTC,2018-10-26 22:03:45 UTC,fast HTML generation libary for Web applications,,http://rendersnake.org,Apache-2.0,https://github.com/emicklei/rendersnake,1,7,2014-06-28 18:33:02 UTC,1.8,,0,Java,,2017-10-24 06:03:14 UTC,0,165823
115269,335199,Maven,org.jvnet.hudson.plugins:sounds,2015-01-30 00:55:54 UTC,2018-10-26 21:28:00 UTC,Jenkins sounds plugin,,http://wiki.jenkins-ci.org/display/JENKINS/Jenkins+Sounds+plugin,Other,https://github.com/jenkinsci/sounds-plugin,7,6,2013-11-08 16:56:33 UTC,0.4.3,,0,Java,,2017-04-24 10:21:39 UTC,0,172531
10562,3127552,Maven,org.webjars.bowergithub.polymerelements:iron-validator-behavior,2018-07-02 21:47:43 UTC,2018-09-14 12:00:05 UTC,WebJar for iron-validator-behavior,,http://webjars.org,BSD-3-Clause,https://github.com/PolymerElements/iron-validator-behavior,3,0,2018-05-03 20:08:26 UTC,2.1.0,,0,HTML,,2018-07-03 07:06:19 UTC,0,789034
195209,372572,Maven,org.activiti:spring-boot-starter-jpa,2015-01-30 22:53:32 UTC,2018-11-22 13:12:25 UTC,"Activiti is a light-weight workflow and Business Process Management (BPM) Platform targeted at business people, developers and system admins. Its core is a super-fast and rock-solid BPMN 2 process engine for Java. It's open-source and distributed under the Apache license. Activiti runs in any Java application, on a server, on a cluster or in the cloud. It integrates perfectly with Spring, it is extremely lightweight and based on simple concepts. ",,http://www.activiti.org,Apache-2.0,scm:git:git@github.com:Activiti/Activiti.git/spring-boot/spring-boot-starters/spring-boot-starter-jpa,1,13,2014-12-18 10:00:24 UTC,5.17.0,,1,Java,,2018-10-13 00:10:13 UTC,22,165642
70354,407870,Maven,org.codehaus.mojo:shitty-maven-plugin,2015-01-31 03:42:39 UTC,2017-05-02 00:14:33 UTC,Helps simplify plugin integration testing.,,http://mojo.codehaus.org/shitty-maven-plugin,Apache-2.0,scm:svn:https://svn.codehaus.org/mojo/tags/shitty-maven-plugin-1.0-alpha-3,3,3,2008-09-04 14:26:56 UTC,1.0-alpha-3,,0,,,2017-05-01 23:32:34 UTC,0,
185408,388400,Maven,org.apache.maven.doxia:doxia-sink-api,2015-01-31 00:52:45 UTC,2018-10-27 01:49:16 UTC,Doxia Sink API.,,,Apache-2.0,scm:svn:http://svn.apache.org/repos/asf/maven/doxia/doxia/tags/doxia-1.7/doxia-sink-api,18,11,2016-02-05 22:57:16 UTC,1.7,,70,,,2017-10-24 09:13:31 UTC,153,
130470,3113257,Maven,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.bom,2018-07-02 15:25:41 UTC,2018-09-28 11:02:50 UTC,JRS base resources classes,,https://bitbucket.org/JRS/org.jresearch.commons.base.resources.bom,Apache-2.0,https://bitbucket.org/JRS/org.jresearch.commons.base.resources.bom,25,7,2018-07-25 03:07:28 UTC,1.0.46,,0,,,2018-09-27 00:07:12 UTC,0,
185055,355862,Maven,com.github.timurstrekalov:saga-maven-plugin,2015-01-30 20:47:26 UTC,2018-10-26 22:53:56 UTC,Better code coverage tool for JavaScript.,,http://timurstrekalov.github.com/saga/,Apache-2.0,scm:git:git://github.com/timurstrekalov/saga.git/saga-maven-plugin,33,11,2015-10-09 18:54:45 UTC,1.5.5,,0,Java,,2017-10-24 07:07:21 UTC,0,174183
98631,637035,Maven,org.apache.archiva:archiva-configuration,2015-02-19 20:39:30 UTC,2018-10-27 14:23:00 UTC,,,,Apache-2.0,scm:git:https://git-wip-us.apache.org/repos/asf/archiva.git/archiva-modules/archiva-base/archiva-configuration,28,5,2016-05-23 00:52:20 UTC,2.2.1,,2,,,2016-07-18 13:18:58 UTC,11,
47233,3270439,Maven,nz.net.osnz.composite:composite-spring-boot-tomcat,2018-09-27 00:24:03 UTC,2018-09-29 14:50:16 UTC,Collection of the standard spring boot Tomcat dependencies,,https://github.com/OpenSourceNZ/composite-spring-boot-tomcat,MIT,https://github.com/OpenSourceNZ/composite-spring-boot-tomcat,8,0,2018-09-16 00:20:49 UTC,2.4,,0,,,2018-09-27 00:33:45 UTC,0,28192539
48322,3365825,Maven,com.softwaremill.sttp:core_sjs0.6_2.11,2018-10-28 02:02:29 UTC,2018-10-28 02:10:16 UTC,core,,http://softwaremill.com/open-source,Apache-2.0,https://github.com/softwaremill/core,6,0,2018-10-12 14:08:21 UTC,1.3.8,,0,,,,0,
146169,354227,Maven,org.easetech:easytest-spring,2015-01-30 20:35:22 UTC,2018-10-26 22:48:48 UTC,EasyTest is a JUnit extension perform Data Driven Testing with ease and simplicity.      It supports method parameters with Test annotation and much more.,,https://github.com/EaseTech/easytest,Apache-2.0,https://github.com/EaseTech/easytest-spring,6,8,2015-03-02 16:09:02 UTC,1.3.2,,0,Java,,2017-10-24 06:51:29 UTC,2,4266657
194842,371799,Maven,org.languagetool:language-sl,2015-01-30 22:47:52 UTC,2018-11-05 09:52:50 UTC,Style and Grammar Checker for 25+ Languages,,http://www.languagetool.org,LGPL-2.1+,scm:git:git@github.com:languagetool-org/languagetool.git/language-sl,23,13,2018-06-26 11:35:34 UTC,4.2,,1,Java,,2018-07-02 20:21:46 UTC,4,166084
191953,352358,Maven,org.jboss.weld.examples.jsf.translator:weld-jsf-translator-ejb,2015-01-30 20:21:47 UTC,2018-09-27 19:25:08 UTC,"Weld, including integrations for Servlet containers and Java SE, examples and documentation",,http://www.seamframework.org/Weld,Apache-2.0,scm:git:git@github.com:weld/core.git/weld-examples-parent/weld-jsf-translator-parent/weld-jsf-translator-ejb,153,12,2018-07-25 10:06:31 UTC,3.0.5.Final,,0,Java,,2018-09-27 02:32:11 UTC,7,48837
139534,1189079,Maven,org.webjars.npm:ucfirst,2016-02-10 10:33:04 UTC,2018-10-28 20:07:58 UTC,WebJar for ucfirst,,http://webjars.org,MIT,https://github.com/deathcap/ucfirst,1,7,2015-05-25 17:56:54 UTC,0.0.1,,1,JavaScript,,2017-04-18 10:22:45 UTC,0,194083
123308,404473,Maven,com.sun.grizzly.samples:grizzly-comet-chat-iframe,2015-01-31 03:13:05 UTC,2018-10-27 03:12:29 UTC,,,http://maven.apache.org,Other,scm:git:git://java.net/grizzly~git/grizzly-samples/grizzly-comet-chat-iframe,120,6,2017-02-21 22:27:55 UTC,1.9.65,,0,,,2017-10-24 10:21:01 UTC,0,
193994,358135,Maven,com.wordnik:swagger-utils_2.10,2015-01-30 21:04:13 UTC,2018-11-22 00:28:29 UTC,"Examples and server integrations for generating the Swagger API Specification, which enables easy access to your REST API",,http://swagger.io,Apache-2.0,scm:git:git@github.com:swagger-api/swagger-core.git/swagger-utils_2.10,10,13,2015-11-12 05:55:53 UTC,1.3.13,,0,Java,,2017-06-12 11:26:29 UTC,0,165161
71982,393657,Maven,org.jadira.bindings:bindings.parent,2015-01-31 01:39:16 UTC,2017-04-30 11:01:45 UTC,Jadira Data Binding Framework,,http://bindings.sourceforge.net/,Apache-2.0,scm:svn:http://bindings.svn.sourceforge.net/svnroot/bindings/tags/bindings.parent-0.6,1,3,2011-05-08 21:13:31 UTC,0.6,,0,,,2017-04-30 11:01:45 UTC,0,
99153,389660,Maven,org.nuiton:mavenpom4redmineAndCentral,2015-01-31 01:02:49 UTC,2018-10-27 02:01:48 UTC,Ancestor of all projects of Code Lutin based on a redmine     developpment environnement and which are synchronized to Maven central,,,LGPL-3.0-only,scm:svn:https://svn.nuiton.org/mavenpom/tags/mavenpom-7/mavenpom4redmine/mavenpom4redmineAndCentral,72,5,2015-12-07 09:40:16 UTC,7,,0,,,2017-04-30 01:27:06 UTC,0,
124275,344788,Maven,org.apache.camel:camel-itest-cdi,2015-01-30 19:22:53 UTC,2018-10-26 22:09:51 UTC,Tests for camel-cdi,,,Apache-2.0,scm:git:http://git-wip-us.apache.org/repos/asf/camel.git/camel-parent/tests/camel-itest-cdi,95,6,2017-10-07 20:55:53 UTC,2.20.0,,0,,,2017-10-24 06:13:31 UTC,0,
74120,638140,Maven,org.mortbay.jetty:test-container-initializer,2015-02-19 21:45:23 UTC,2018-03-01 13:48:24 UTC,,,,EPL-1.0,scm:git:git://git.codehaus.org/jetty-project.git/test-container-initializer,31,3,2014-09-03 18:45:22 UTC,8.1.16.v20140903,,0,,,2016-07-18 13:19:53 UTC,0,
93615,349919,Maven,org.glassfish.main.grizzly:glassfish-grizzly-container,2015-01-30 20:02:57 UTC,2018-10-26 22:25:54 UTC,,,,GPL-2.0-with-classpath-exception,scm:svn:https://svn.java.net/svn/glassfish~svn/tags/4.1.1/main/appserver/glassfish-grizzly/glassfish-grizzly-container,13,5,2017-09-08 14:14:39 UTC,5.0,,1,,,2017-10-24 06:22:47 UTC,1,
571,340278,Maven,org.codehaus.groovy:groovy-nio,2015-01-30 17:50:47 UTC,2018-11-20 23:12:47 UTC,"Groovy: A powerful, dynamic language for the JVM",,http://groovy.codehaus.org/,Apache-2.0,https://github.com/groovy/groovy-core,58,16,2018-06-26 10:13:42 UTC,3.0.0-alpha-3,,5,Java,,2018-11-20 23:12:34 UTC,23,164724
71269,386945,Maven,org.andromda.thirdparty.jaxb2_commons:camelcase-always,2015-01-31 00:40:58 UTC,2017-04-29 17:40:36 UTC,,,https://jaxb2-commons.dev.java.net/,Apache-2.0,scm:cvs:pserver:guest@cvs.dev.java.net:/cvs:jaxb2-commons/camelcase-always,1,3,2010-04-29 21:02:14 UTC,1.0,,0,,,2017-04-29 17:40:36 UTC,0,
123665,405960,Maven,net.froelund:cache,2015-01-31 03:25:50 UTC,2018-10-27 03:17:14 UTC,A very simple JavaEE caching utility,,http://www.froelund.net/cache,Apache-2.0,https://github.com/Froelund/cache,1,6,2014-04-12 10:15:39 UTC,0.0.1,,0,Java,,2017-10-24 10:20:06 UTC,0,169625
182636,393041,Maven,org.liquibase:liquibase-parent,2015-01-31 01:33:45 UTC,2018-12-07 12:40:23 UTC,Liquibase is a tool for managing and executing database changes.,,http://www.liquibase.org,Apache-2.0,https://github.com/liquibase/liquibase,44,11,2018-04-11 14:04:56 UTC,3.6.1,,0,Java,,2018-07-03 04:16:50 UTC,0,166835
78790,409144,Maven,org.metatype.sxc:sxc-jaxb-maven-plugin,2015-01-31 03:53:31 UTC,2017-10-24 10:34:04 UTC,Sonatype helps open source projects to set up Maven repositories on https://oss.sonatype.org/,,,Other,https://github.com/dblevins/sxc.git,1,4,2013-03-19 21:24:44 UTC,0.8,,0,Java,,2017-10-24 10:33:57 UTC,0,173458
173450,400867,Maven,io.fabric8.jube.images.fabric8:springboot-activemq,2015-01-31 02:41:30 UTC,2018-12-04 03:12:36 UTC,Shows how to use ActiveMQ with Spring Boot in the Java Container,,,Apache-2.0,scm:git:git@github.com:fabric8io/quickstarts.git/fabric8-quickstarts-parent/springboot-quickstarts/springboot-activemq,52,10,2015-09-15 08:44:09 UTC,2.2.28,,0,Java,,2017-05-01 05:17:14 UTC,0,165236
